symbol,exchange,shares_outstanding,public_float,short_interest_date,shares_sold_short,change_from_last,percent_of_float
JELD,NYSE,100570000.0,67500000.0,12/31/20,2240000.0,16.75,3.31
JEMD,NYSE,14240000.0,,12/31/20,2209.0,2.51,
JEPI,ARCA,3350000.0,,12/31/20,18103.0,40.95,
JEQ,NYSE,13410000.0,,12/31/20,37693.0,6.82,
JETS,ARCA,132699999.0,,12/31/20,2760000.0,-49.93,
JFIN,NASDAQ,,,12/31/20,136278.0,-11.04,
JFR,NYSE,,,12/31/20,35920.0,-51.21,
JFU,NASDAQ,,,12/31/20,584563.0,-18.05,
JG,NASDAQ,90220000.0,79190000.0,12/31/20,612569.0,186.88,0.77
JGH,NYSE,,,12/31/20,45717.0,92.15,
JGLD,ARCA,75000.0,,12/31/20,1292.0,-97.14,
JHAA,NYSE,,,12/31/20,338.0,-82.95,
JHB,NYSE,,,12/31/20,6307.0,-79.02,
JHCS,ARCA,880000.0,,12/31/20,2838.0,201.27,
JHEM,ARCA,24300000.0,,12/31/20,7892.0,675.25,
JHG,NYSE,181410000.0,148940000.0,12/31/20,2390000.0,-48.31,1.6
JHI,NYSE,,,12/31/20,16156.0,61.62,
JHMA,ARCA,660000.0,,12/31/20,929.0,-43.56,
JHMC,ARCA,900000.0,,12/31/20,11990.0,282.7,
JHMD,ARCA,15400000.0,,12/31/20,100.0,-94.42,
JHME,ARCA,970000.0,,12/31/20,32290.0,756.27,
JHMF,ARCA,710000.0,,12/31/20,93.0,-69.31,
JHMH,ARCA,1110000.0,,12/31/20,3455.0,41.54,
JHMI,ARCA,1000000.0,,12/15/20,505.0,-64.18,
JHML,ARCA,21100000.0,,12/31/20,91779.0,110.57,
JHMM,ARCA,43650000.0,,12/31/20,33482.0,53.02,
JHMS,ARCA,770000.0,,12/31/20,38.0,-66.07,
JHMT,ARCA,640000.0,,12/31/20,1683.0,-53.98,
JHMU,ARCA,710000.0,,12/31/20,227.0,-95.01,
JHS,NYSE,11650000.0,,12/31/20,2068.0,16.7,
JHSC,ARCA,17770000.0,,12/31/20,5403.0,-59.54,
JHX,NYSE,444170000.0,,12/31/20,90039.0,27.03,
JIG,ARCA,625000.0,,12/31/20,5014.0,340.21,
JIGB,ARCA,1000000.0,,12/31/20,271.0,-99.87,
JIH,NYSE,,34070000.0,12/31/20,294488.0,1737.11,0.86
JILL,NYSE,9620000.0,3970000.0,12/31/20,354587.0,1.05,8.94
JJA,ARCA,148281.0,,12/31/20,4592.0,18.78,
JJC,ARCA,511578.0,,12/31/20,9412.0,-15.84,
JJE,ARCA,87472.0,,12/31/20,315.0,8.25,
JJG,ARCA,379957.0,,12/31/20,3654.0,-31.48,
JJM,ARCA,120148.0,,12/31/20,126.0,-93.91,
JJN,ARCA,233763.0,,12/31/20,2572.0,187.05,
JJP,ARCA,98059.0,,12/31/20,454.0,656.67,
JJS,ARCA,100294.0,,12/31/20,444.0,143.96,
JJSF,NASDAQ,18960000.0,14760000.0,12/31/20,993399.0,-1.24,6.73
JJT,ARCA,76539.0,,12/31/20,479.0,-0.83,
JJU,ARCA,97752.0,,12/31/20,521.0,454.26,
JKD,ARCA,3950000.0,,12/31/20,394.0,2217.65,
JKE,ARCA,6350000.0,,12/31/20,19602.0,-19.34,
JKF,ARCA,4900000.0,,12/31/20,17149.0,4.77,
JKG,ARCA,3400000.0,,12/31/20,672.0,13.9,
JKH,ARCA,4000000.0,,12/31/20,28781.0,6.67,
JKHY,NASDAQ,76320000.0,75670000.0,12/31/20,1690000.0,6.45,2.23
JKI,NASDAQ,2400000.0,,12/31/20,344.0,-54.8,
JKJ,ARCA,1100000.0,,12/15/20,98.0,20.99,
JKK,ARCA,2400000.0,,12/31/20,11903.0,-44.8,
JKL,ARCA,2300000.0,,12/31/20,4790.0,-15.24,
JKS,NYSE,45260000.0,45050000.0,12/31/20,6190000.0,-22.58,13.74
JLL,NYSE,51300000.0,50970000.0,12/31/20,2500000.0,1.0,4.91
JLS,NYSE,,,12/31/20,3796.0,45.94,
JMBS,ARCA,12050000.0,,12/31/20,19155.0,-22.3,
JMIA,NYSE,,80790000.0,12/31/20,12280000.0,-15.27,15.19
JMIN,ARCA,550000.0,,12/31/20,50009.0,-10.57,
JMM,NYSE,9460000.0,,12/31/20,3693.0,-78.58,
JMOM,ARCA,3900000.0,,12/31/20,5908.0,-34.92,
JMP,NYSE,19670000.0,6890000.0,12/31/20,20606.0,-12.58,0.3
JMPNL,NASDAQ,,,12/31/20,2255.0,611.36,
JMPNZ,NASDAQ,,,12/31/20,8402.0,28.57,
JNCE,NASDAQ,34210000.0,16830000.0,12/31/20,1060000.0,-22.38,6.32
JNJ,NYSE,2630000000.0,2630000000.0,12/31/20,13460000.0,3.45,0.51
JNK,ARCA,110270000.0,,12/31/20,6370000.0,4.95,
JNPR,NYSE,329740000.0,325920000.0,12/31/20,24280000.0,6.39,7.45
JNUG,ARCA,6840000.0,,12/31/20,248261.0,-45.63,
JO,ARCA,2230000.0,,12/31/20,1293.0,-73.37,
JOB,AMEX,17670000.0,15070000.0,12/31/20,11344.0,51.98,0.08
JOBS,NASDAQ,67400000.0,,12/31/20,769277.0,0.91,
JOE,NYSE,58880000.0,57210000.0,12/31/20,2100000.0,-36.77,3.67
JOET,NASDAQ,3350000.0,,12/31/20,30919.0,-21.8,
JOF,NYSE,28330000.0,,12/31/20,5478.0,-84.87,
JOUT,NASDAQ,8890000.0,8160000.0,12/31/20,126764.0,58.66,1.55
JOYY,ARCA,,,12/31/20,2442.0,-54.42,
JP,NYSE,33620000.0,,12/31/20,40031.0,9.16,
JPC,NYSE,,,12/31/20,38329.0,-44.81,
JPEM,ARCA,4400000.0,,12/31/20,1201.0,-70.74,
JPI,NYSE,,,12/31/20,14411.0,-60.43,
JPIN,ARCA,15600000.0,,12/31/20,82921.0,30.86,
JPM,NYSE,3050000000.0,3020000000.0,12/31/20,19750000.0,-9.18,0.65
JPM.PRC,NYSE,,,12/31/20,55496.0,14.05,
JPM.PRD,NYSE,,,12/31/20,60484.0,-16.05,
JPM.PRG,NYSE,,,12/31/20,249725.0,5.54,
JPM.PRH,NYSE,,,12/31/20,146558.0,-13.05,
JPM.PRJ,NYSE,,,12/31/20,207335.0,36.57,
JPMB,ARCA,1700000.0,,12/31/20,2812.0,-30.41,
JPME,ARCA,3500000.0,,12/31/20,20385.0,103.36,
JPN,ARCA,500001.0,,12/31/20,1227.0,19.24,
JPS,NYSE,,,12/31/20,401904.0,-39.63,
JPSE,ARCA,4800000.0,,12/31/20,11060.0,18.02,
JPT,NYSE,,,12/31/20,1988.0,-66.62,
JPUS,ARCA,7300000.0,,12/31/20,5222.0,-82.34,
JPXN,ARCA,1500000.0,,12/31/20,2477.0,23.05,
JQC,NYSE,,,12/31/20,57537.0,-75.7,
JQUA,ARCA,12100000.0,,12/31/20,11609.0,26.96,
JRI,NYSE,,,12/31/20,4483.0,-37.69,
JRJC,NASDAQ,2440000.0,437230.0,12/31/20,19553.0,691.62,4.47
JRO,NYSE,,,12/31/20,10099.0,-71.99,
JRS,NYSE,,,12/31/20,8023.0,-66.03,
JRSH,NASDAQ,,2990000.0,12/31/20,6021.0,135.47,0.2
JRVR,NASDAQ,30610000.0,29460000.0,12/31/20,586351.0,54.38,1.99
JSD,NYSE,,,12/31/20,57758.0,118.23,
JSM,NASDAQ,,,12/31/20,4871.0,-11.45,
JSMD,NASDAQ,2450000.0,,12/31/20,40211.0,-46.59,
JSML,NASDAQ,1500000.0,,12/31/20,2101.0,-86.47,
JSTC,ARCA,2400000.0,,12/31/20,4955.0,-94.47,
JT,NYSE,130400000.0,15690000.0,12/31/20,222822.0,16.62,1.42
JTA,NYSE,14480000.0,,12/31/20,44111.0,212.03,
JTD,NYSE,,,12/31/20,1807.0,-76.21,
JUPW,NASDAQ,9130000.0,3950000.0,12/31/20,9660.0,181.88,0.24
JUST,ARCA,3600000.0,,12/31/20,25505.0,592.88,
JVA,NASDAQ,,4890000.0,12/31/20,17460.0,116.63,0.36
JVAL,ARCA,3150000.0,,12/31/20,24777.0,65.57,
JW.A,NYSE,46940000.0,43270000.0,12/31/20,1830000.0,20.63,4.23
JW.B,NYSE,9070000.0,872523.0,12/31/20,422.0,19.21,0.05
JWN,NYSE,157680000.0,109230000.0,12/31/20,31650000.0,-10.77,28.97
JWS,NYSE,69000000.0,,12/31/20,793408.0,-25.59,
JXI,ARCA,2450000.0,,12/31/20,34852.0,797.09,
JYAC,NASDAQ,10500000.0,,12/31/20,3768.0,5.37,
JYNT,NASDAQ,14060000.0,12500000.0,12/31/20,1180000.0,3.43,9.44
K,NYSE,343710000.0,341570000.0,12/31/20,13640000.0,-2.57,3.99
KAI,NYSE,11510000.0,11350000.0,12/31/20,187696.0,14.27,1.65
KAIRU,NASDAQ,27600000.0,,,,,
KALA,NASDAQ,56080000.0,48090000.0,12/31/20,9440000.0,16.51,19.64
KALL,ARCA,150004.0,,12/31/20,63.0,-90.25,
KALU,NASDAQ,15810000.0,15440000.0,12/31/20,468533.0,0.31,3.03
KALV,NASDAQ,17940000.0,11380000.0,12/31/20,382360.0,27.31,3.36
KAMN,NYSE,27660000.0,27140000.0,12/31/20,722566.0,-2.63,2.66
KAR,NYSE,129250000.0,127840000.0,12/31/20,8220000.0,-4.81,6.43
KARS,ARCA,2950000.0,,12/31/20,11651.0,-11.79,
KB,NYSE,,389610000.0,12/31/20,341964.0,5.49,0.09
KBA,ARCA,19100000.0,,12/31/20,626057.0,-47.98,
KBAL,NASDAQ,36780000.0,35880000.0,12/31/20,1140000.0,132.87,3.18
KBE,ARCA,67150000.0,,12/31/20,8100000.0,-26.34,
KBH,NYSE,90540000.0,88260000.0,12/31/20,4240000.0,24.77,4.8
KBNT,NASDAQ,11760000.0,5930000.0,12/31/20,193084.0,-43.11,3.26
KBR,NYSE,142530000.0,140940000.0,12/31/20,6530000.0,-10.34,4.63
KBSF,NASDAQ,,1270000.0,12/31/20,34568.0,22.97,2.72
KBUY,ARCA,999879.0,,12/31/20,489.0,-96.25,
KBWB,NASDAQ,32210000.0,,12/31/20,851757.0,-14.01,
KBWD,NASDAQ,17660000.0,,12/31/20,11300.0,-95.87,
KBWP,NASDAQ,3900000.0,,12/31/20,1743.0,-89.51,
KBWR,NASDAQ,900000.0,,12/31/20,53812.0,105.28,
KBWY,NASDAQ,9870000.0,,12/31/20,22480.0,-82.73,
KC,NASDAQ,218020000.0,,12/31/20,4940000.0,55.06,
KCAPL,NASDAQ,,,12/31/20,423.0,-70.6,
KCCB,ARCA,250026.0,,12/31/20,1060.0,32.0,
KCE,ARCA,800000.0,,12/31/20,10655.0,-73.14,
KCNY,ARCA,350007.0,,12/31/20,10.0,-98.64,
KDFI,ARCA,2700000.0,,12/31/20,22582.0,2333.41,
KDMN,NASDAQ,171510000.0,165340000.0,12/31/20,28320000.0,2.44,17.13
KDNY,NASDAQ,42160000.0,11900000.0,12/31/20,702531.0,53.98,5.9
KDP,NASDAQ,1410000000.0,684870000.0,12/31/20,27480000.0,-2.6,4.01
KE,NASDAQ,25140000.0,23910000.0,12/31/20,338367.0,13.55,1.42
KELYA,NASDAQ,35870000.0,33430000.0,12/31/20,759262.0,-6.1,2.27
KELYB,NASDAQ,3430000.0,94662.0,12/31/20,3.0,200.0,0.0
KEMQ,ARCA,2000000.0,,12/31/20,16804.0,11.88,
KEMX,ARCA,100000.0,,12/31/20,189.0,397.37,
KEN,NYSE,53870000.0,22670000.0,12/31/20,1448.0,-19.82,0.01
KEP,NYSE,,1280000000.0,12/31/20,185728.0,-12.76,0.01
KEQU,NASDAQ,2760000.0,2440000.0,12/31/20,4656.0,40.83,0.19
KERN,NASDAQ,19690000.0,14840000.0,12/31/20,1340000.0,45.03,9.0
KESG,ARCA,199998.0,,12/31/20,903.0,0.11,
KEX,NYSE,60040000.0,59350000.0,12/31/20,1960000.0,2.26,3.3
KEY,NYSE,976470000.0,971680000.0,12/31/20,11440000.0,3.0,1.18
KEY.PRI,NYSE,,,12/31/20,10096.0,-36.25,
KEY.PRJ,NYSE,,,12/31/20,8813.0,-60.28,
KEY.PRK,NYSE,,,12/31/20,24706.0,174.08,
KEYS,NYSE,186090000.0,160790000.0,12/31/20,9410000.0,-2.85,5.85
KF,NYSE,5030000.0,,12/31/20,2757.0,277.67,
KFFB,NASDAQ,8240000.0,3090000.0,12/31/20,49.0,-97.45,0.0
KFRC,NASDAQ,21950000.0,19710000.0,12/31/20,571456.0,18.56,2.9
KFS,NYSE,22210000.0,15400000.0,12/31/20,12234.0,-25.17,0.08
KFVG,ARCA,4700000.0,,12/31/20,4665.0,116.57,
KFY,NYSE,53940000.0,52690000.0,12/31/20,987770.0,22.62,1.87
KFYP,ARCA,399954.0,,12/31/20,20.0,-95.13,
KGC,NYSE,1260000000.0,1250000000.0,12/31/20,11800000.0,-39.75,0.94
KGRN,ARCA,2600000.0,,12/31/20,39741.0,1193.23,
KHC,NASDAQ,1220000000.0,982480000.0,12/31/20,18070000.0,-5.58,1.84
KIDS,NASDAQ,19550000.0,13600000.0,12/31/20,2850000.0,-5.52,20.95
KIE,ARCA,10050000.0,,12/31/20,414242.0,1.25,
KIM,NYSE,432500000.0,411680000.0,12/31/20,13770000.0,-6.9,3.34
KIM.PRL,NYSE,,,12/31/20,10796.0,-9.49,
KIM.PRM,NYSE,,,12/31/20,34710.0,533.39,
KIN,NASDAQ,39490000.0,37060000.0,12/31/20,760024.0,6.64,2.05
KINS,NASDAQ,10680000.0,8690000.0,12/31/20,22504.0,80.35,0.26
KINZU,NASDAQ,27600000.0,,12/31/20,1059.0,0.0,
KIO,NYSE,,,12/31/20,3912.0,-53.95,
KIQ,AMEX,47170000.0,45060000.0,12/31/20,166076.0,-4.71,0.37
KIRK,NASDAQ,14260000.0,12560000.0,12/31/20,1710000.0,-12.58,13.59
KKR,NYSE,559140000.0,546350000.0,12/31/20,7280000.0,-3.08,1.33
KKR.PRA,NYSE,,,12/31/20,29885.0,-10.7,
KKR.PRB,NYSE,,,12/31/20,1547.0,163.99,
KKR.PRC,NYSE,23000000.0,,12/31/20,550717.0,41.86,
KL,NYSE,268100000.0,257380000.0,12/31/20,2190000.0,-16.43,0.85
KLAC,NASDAQ,155110000.0,154840000.0,12/31/20,2620000.0,-5.7,1.69
KLAQU,NASDAQ,25000000.0,,,,,
KLCD,ARCA,1500000.0,,12/31/20,1550.0,1966.67,
KLDO,NASDAQ,35240000.0,12640000.0,12/31/20,3310000.0,12.53,26.23
KLDW,ARCA,4099999.0,,12/31/20,2016.0,-74.73,
KLIC,NASDAQ,62030000.0,60210000.0,12/31/20,840298.0,-12.23,1.4
KLR,AMEX,29330000.0,15520000.0,12/31/20,762750.0,-17.99,4.92
KLXE,NASDAQ,8510000.0,7390000.0,12/31/20,460912.0,-9.2,6.24
KMB,NYSE,340140000.0,339190000.0,12/31/20,6570000.0,-7.82,1.94
KMDA,NASDAQ,44730000.0,24470000.0,12/31/20,765045.0,33.67,3.13
KMED,ARCA,200014.0,,12/31/20,831.0,1878.57,
KMF,NYSE,47200000.0,,12/31/20,51312.0,-0.88,
KMI,NYSE,2260000000.0,1940000000.0,12/31/20,30570000.0,-5.04,1.57
KMLM,ARCA,1050000.0,,12/15/20,412.0,,
KMPH,NASDAQ,11650000.0,4420000.0,05/15/20,710881.0,11.8,16.09
KMPR,NYSE,65410000.0,62610000.0,12/31/20,403682.0,-4.48,0.64
KMT,NYSE,83280000.0,78830000.0,12/31/20,4450000.0,4.8,5.65
KMX,NYSE,162540000.0,161960000.0,12/31/20,9780000.0,-0.21,6.04
KN,NYSE,91670000.0,90320000.0,12/31/20,4590000.0,19.39,5.08
KNDI,NASDAQ,72380000.0,57890000.0,12/31/20,15640000.0,20.75,27.02
KNL,NYSE,50680000.0,47210000.0,12/31/20,1180000.0,16.02,2.49
KNOP,NYSE,,24040000.0,12/31/20,59382.0,-21.67,0.25
KNSA,NASDAQ,31640000.0,28980000.0,12/31/20,4030000.0,81.85,13.9
KNSL,NASDAQ,22680000.0,21300000.0,12/31/20,655090.0,-15.69,3.08
KNTE,NASDAQ,41680000.0,24450000.0,12/31/20,548291.0,20.95,2.24
KNX,NYSE,169830000.0,155300000.0,12/31/20,5750000.0,24.03,3.7
KO,NYSE,4300000000.0,4269999999.0,12/31/20,25150000.0,0.8,0.59
KOD,NASDAQ,50780000.0,43570000.0,12/31/20,2940000.0,-14.31,6.75
KODK,NYSE,77160000.0,56860000.0,12/31/20,11250000.0,1.02,19.79
KOF,NYSE,,52350000.0,12/31/20,145851.0,23.24,0.28
KOIN,ARCA,599940.0,,12/31/20,6405.0,64.27,
KOKU,ARCA,11750000.0,,12/31/20,81.0,2.53,
KOLD,ARCA,1020000.0,,12/31/20,117207.0,-24.1,
KOMP,ARCA,31430000.0,,12/31/20,24317.0,-13.76,
KOP,NYSE,21070000.0,20030000.0,12/31/20,631853.0,41.13,3.15
KOPN,NASDAQ,85050000.0,68170000.0,12/31/20,814494.0,-31.2,1.19
KOR,NASDAQ,126630000.0,94590000.0,12/31/20,952897.0,1.08,1.01
KORP,ARCA,2500000.0,,12/31/20,6966.0,-29.72,
KORU,ARCA,1600000.0,,12/31/20,4474.0,-91.29,
KOS,NYSE,405460000.0,395360000.0,12/31/20,27010000.0,-7.22,6.83
KOSS,NASDAQ,,1420000.0,12/31/20,590314.0,81660.94,41.5
KPTI,NASDAQ,73600000.0,64230000.0,12/31/20,15430000.0,4.9,24.02
KR,NYSE,774320000.0,755030000.0,12/31/20,73390000.0,-2.16,9.72
KRA,NYSE,31870000.0,31030000.0,12/31/20,1110000.0,24.77,3.57
KRBN,ARCA,800087.0,,12/31/20,2494.0,-8.58,
KRBP,NASDAQ,4970000.0,1560000.0,12/31/20,4552.0,-55.54,0.29
KRC,NYSE,115250000.0,107400000.0,12/31/20,3160000.0,1.79,2.94
KRE,ARCA,42200000.0,,12/31/20,24590000.0,-14.39,
KREF,NYSE,55620000.0,27630000.0,12/31/20,1820000.0,1.48,6.6
KRG,NYSE,84200000.0,83490000.0,12/31/20,5580000.0,8.41,6.68
KRKR,NASDAQ,,,12/31/20,10600.0,-75.05,
KRMA,NASDAQ,14800000.0,,12/31/20,19915.0,3.51,
KRMD,NASDAQ,43940000.0,39940000.0,12/31/20,999522.0,-3.92,2.5
KRNT,NASDAQ,43590000.0,43590000.0,12/31/20,428481.0,-6.02,0.98
KRNY,NASDAQ,89510000.0,81500000.0,12/31/20,981793.0,11.82,1.2
KRO,NYSE,115540000.0,21940000.0,12/31/20,1070000.0,-18.45,4.88
KRON,NASDAQ,56030000.0,33890000.0,12/31/20,1990000.0,53.32,5.88
KROS,NASDAQ,20190000.0,10440000.0,12/31/20,917144.0,97.8,8.78
KRP,NYSE,38950000.0,23490000.0,12/31/20,286692.0,-25.77,1.22
KRTX,NASDAQ,26130000.0,17890000.0,12/31/20,1430000.0,-4.0,7.97
KRUS,NASDAQ,7370000.0,3350000.0,12/31/20,307389.0,-9.12,9.18
KRYS,NASDAQ,19710000.0,13400000.0,12/31/20,1370000.0,1.75,10.19
KSA,ARCA,21000000.0,,12/31/20,1660000.0,-43.03,
KSCD,ARCA,1500000.0,,12/31/20,2431.0,-63.69,
KSM,NYSE,,,12/31/20,4239.0,-35.75,
KSMT,NASDAQ,31750000.0,,12/31/20,141.0,-97.46,
KSMTU,NASDAQ,25000000.0,,12/31/20,25213.0,7.46,
KSPN,NASDAQ,1910000.0,785148.0,12/31/20,6320.0,2.35,0.8
KSS,NYSE,157650000.0,156080000.0,12/31/20,15250000.0,-4.99,9.77
KSU,NYSE,94350000.0,93140000.0,12/31/20,1130000.0,-15.67,1.21
KSU.PR,NYSE,222130.0,,12/31/20,542.0,-29.88,
KT,NYSE,,490710000.0,12/31/20,429006.0,-28.5,0.09
KTB,NYSE,57210000.0,52630000.0,12/31/20,3930000.0,16.75,7.46
KTCC,NASDAQ,10760000.0,10000000.0,12/31/20,91275.0,-5.53,0.91
KTF,NYSE,,,12/31/20,6345.0,13.89,
KTH,NYSE,1010000.0,,12/31/20,232.0,-36.44,
KTN,NYSE,,,12/31/20,130.0,-82.96,
KTOS,NASDAQ,122760000.0,120310000.0,12/31/20,5610000.0,9.05,4.67
KTRA,NASDAQ,24660000.0,18240000.0,12/31/20,155480.0,-1.68,0.85
KUKE,NYSE,21290000.0,,,,,
KURA,NASDAQ,64819999.0,59940000.0,12/31/20,5870000.0,15.78,9.8
KURE,ARCA,4500000.0,,12/31/20,19827.0,235.94,
KVHI,NASDAQ,18300000.0,14110000.0,12/31/20,150360.0,7.99,1.07
KVLE,ARCA,750079.0,,12/31/20,1.0,-99.79,
KW,NYSE,141730000.0,121280000.0,12/31/20,2860000.0,12.23,2.36
KWEB,ARCA,45300000.0,,12/31/20,3570000.0,-20.74,
KWR,NYSE,17830000.0,13300000.0,12/31/20,1720000.0,-3.01,12.91
KXI,ARCA,10450000.0,,12/31/20,687.0,-18.99,
KXIN,NASDAQ,65129999.0,38920000.0,12/31/20,670340.0,16.18,1.72
KYMR,NASDAQ,44440000.0,22830000.0,12/31/20,1050000.0,94.75,4.6
KYN,NYSE,126450000.0,,12/31/20,371892.0,-17.15,
KZIA,NASDAQ,9460000.0,,12/31/20,9145.0,-58.92,
KZR,NASDAQ,46270000.0,37710000.0,12/31/20,1890000.0,17.29,5.0
L,NYSE,280440000.0,234460000.0,12/31/20,2360000.0,-15.05,1.0
LABD,ARCA,6520000.0,,12/31/20,559260.0,2.35,
LABU,ARCA,3060000.0,,12/31/20,475147.0,-38.46,
LAC,NYSE,105420000.0,71910000.0,12/31/20,6170000.0,11.96,8.59
LACQ,NASDAQ,6260000.0,3780000.0,12/31/20,442.0,-90.8,0.01
LACQU,NASDAQ,,,12/31/20,3368.0,-4.18,
LAD,NYSE,26120000.0,25650000.0,12/31/20,2130000.0,-2.39,8.3
LADR,NYSE,120270000.0,105710000.0,12/31/20,3180000.0,28.24,3.01
LAIX,NYSE,29740000.0,26570000.0,12/31/20,22604.0,-63.94,0.09
LAKE,NASDAQ,8020000.0,7690000.0,12/31/20,1050000.0,-12.42,13.65
LAMR,NASDAQ,86390000.0,85710000.0,12/31/20,1730000.0,8.77,2.02
LANC,NASDAQ,27540000.0,17860000.0,12/31/20,986916.0,2.87,5.53
LAND,NASDAQ,24100000.0,21550000.0,12/31/20,334734.0,2.68,1.55
LANDO,NASDAQ,5960000.0,,12/31/20,9343.0,-1.12,
LANDP,NASDAQ,,,12/31/20,1313.0,-24.71,
LARK,NASDAQ,4740000.0,3670000.0,12/31/20,46456.0,41.29,1.27
LASR,NASDAQ,39370000.0,34640000.0,12/31/20,1350000.0,-3.17,3.91
LATN,NASDAQ,,19920000.0,12/31/20,11260.0,37.32,0.06
LAUR,NASDAQ,119260000.0,109280000.0,12/31/20,7820000.0,2.13,7.16
LAWS,NASDAQ,9030000.0,8440000.0,12/31/20,56818.0,24.58,0.67
LAZ,NYSE,112770000.0,109470000.0,12/31/20,3130000.0,1.35,2.86
LAZR,NASDAQ,218820000.0,34380000.0,12/31/20,9660000.0,36.69,28.09
LAZY,NASDAQ,9590000.0,9210000.0,12/31/20,701521.0,-3.61,7.62
LB,NYSE,278110000.0,233350000.0,12/31/20,9740000.0,9.82,4.17
LBAI,NASDAQ,50470000.0,48130000.0,12/31/20,1000000.0,5.56,2.08
LBAY,ARCA,175000.0,,12/31/20,8224.0,79.29,
LBC,NASDAQ,52410000.0,29990000.0,12/31/20,149112.0,-0.29,0.5
LBJ,ARCA,390721.0,,12/31/20,13833.0,44.79,
LBRDA,NASDAQ,26500000.0,24710000.0,12/31/20,246551.0,-23.15,1.0
LBRDK,NASDAQ,208330000.0,199900000.0,12/31/20,4500000.0,-28.63,2.25
LBRDP,NASDAQ,7200000.0,,12/31/20,5811.0,,
LBRT,NYSE,91380000.0,39090000.0,12/31/20,7270000.0,21.12,18.61
LBTYA,NASDAQ,182260000.0,175080000.0,12/31/20,7840000.0,6.86,4.48
LBTYB,NASDAQ,12560000.0,247359.0,12/31/20,252.0,34.04,0.1
LBTYK,NASDAQ,411550000.0,,12/31/20,7220000.0,-16.8,
LC,NYSE,78230000.0,75810000.0,12/31/20,4970000.0,2.82,6.56
LCAP,NASDAQ,23650000.0,,12/31/20,9399.0,-90.49,
LCAPU,NASDAQ,20650000.0,,12/31/20,6926.0,-28.04,
LCG,ARCA,800000.0,,12/31/20,11416.0,-66.9,
LCI,NYSE,41700000.0,31400000.0,12/31/20,8060000.0,2.13,25.65
LCII,NYSE,25150000.0,24380000.0,12/31/20,773376.0,2.61,3.17
LCNB,NASDAQ,12880000.0,11910000.0,12/31/20,98036.0,7.41,0.82
LCR,ARCA,475000.0,,12/31/20,11008.0,3.49,
LCTX,AMEX,149990000.0,149210000.0,12/31/20,5570000.0,-10.87,3.73
LCUT,NASDAQ,21770000.0,11100000.0,12/31/20,546799.0,12.0,4.92
LCY,NASDAQ,50000000.0,,12/31/20,57789.0,-45.06,
LCYAU,NASDAQ,50000000.0,,12/31/20,8143.0,-24.07,
LD,ARCA,15104.0,,12/31/20,50.0,-88.37,
LDEM,NASDAQ,13450000.0,,12/31/20,980.0,-73.43,
LDL,NYSE,17730000.0,16800000.0,12/31/20,551787.0,11.12,3.28
LDOS,NYSE,142190000.0,133680000.0,12/31/20,1480000.0,-37.51,1.1
LDP,NYSE,28870000.0,,12/31/20,29946.0,167.83,
LDRS,ARCA,450000.0,,12/31/20,855.0,-93.86,
LDSF,NASDAQ,7250000.0,,12/31/20,38051.0,28.07,
LDUR,ARCA,7700000.0,,12/31/20,61702.0,41.74,
LE,NASDAQ,32610000.0,16309999.0,12/31/20,1760000.0,20.36,10.79
LEA,NYSE,60040000.0,59870000.0,12/31/20,888318.0,3.35,1.48
LEAF,NYSE,35610000.0,29100000.0,12/31/20,292146.0,-49.65,1.0
LEAP,NYSE,41260000.0,,12/31/20,127271.0,716.0,
LECO,NASDAQ,59470000.0,56400000.0,12/31/20,1210000.0,2.97,2.15
LEDS,NASDAQ,4010000.0,2370000.0,12/31/20,47315.0,281.97,2.0
LEE,NYSE,58360000.0,49730000.0,12/31/20,1850000.0,0.29,3.73
LEG,NYSE,132389999.0,130759999.0,12/31/20,4390000.0,23.35,3.36
LEGH,NASDAQ,24190000.0,5580000.0,12/31/20,79601.0,-9.74,1.43
LEGN,NASDAQ,132009999.0,127050000.0,12/31/20,1760000.0,12.36,1.39
LEGOU,NASDAQ,17980000.0,,10/30/20,,,
LEGR,NASDAQ,1450000.0,,12/31/20,16944.0,524.78,
LEJU,NYSE,136290000.0,136280000.0,12/31/20,321118.0,-24.65,0.24
LEMB,ARCA,11800000.0,,12/31/20,429215.0,90.36,
LEN,NYSE,275120000.0,270430000.0,12/31/20,8029999.0,-5.71,2.97
LEN.B,NYSE,37620000.0,15530000.0,12/31/20,307252.0,-0.6,1.98
LEND,ARCA,50000.0,,12/31/20,101.0,-96.39,
LEO,NYSE,,,12/31/20,5366.0,-89.16,
LESL,NASDAQ,186610000.0,102560000.0,12/31/20,10060000.0,36.18,9.81
LEU,AMEX,11130000.0,8570000.0,12/31/20,298178.0,70.67,3.48
LEVI,NYSE,66459999.0,60960000.0,12/31/20,9190000.0,1.65,15.08
LEVL,NASDAQ,7730000.0,5040000.0,12/31/20,41478.0,7.56,0.82
LEVLP,NASDAQ,1000000.0,,12/31/20,190.0,-78.26,
LEXX,NASDAQ,5100000.0,2450000.0,,,,
LFC,NYSE,,,12/31/20,983714.0,56.64,
LFEQ,ARCA,875000.0,,12/31/20,102.0,-48.48,
LFT,NYSE,24940000.0,24450000.0,12/31/20,17715.0,-36.33,0.07
LFTR,NASDAQ,20710000.0,,12/31/20,238202.0,0.0,
LFTRU,NASDAQ,20710000.0,,12/31/20,1367.0,-70.91,
